role,com_name,experience,salary,location
Data Scientist Associate,Zessta Software Services,3-10 Yrs,Not disclosed,Hyderabad
Data Scientist Associate,Applied Data Finance,1-3 Yrs,Not disclosed,"Hyderabad, Chennai, Bengaluru"
Data Scientist Associate,TechoMinds,6-11 Yrs,15-20 Lacs PA,Hyderabad
Data Scientist Associate,TechoMinds,6-10 Yrs,Not disclosed,Hyderabad
Data Scientist Associate,Capgemini,6-9 Yrs,Not disclosed,Hyderabad
Data Scientist Associate,Photon,2-6 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru"
Data Scientist Associate,Sweden Based MNC,6-10 Yrs,20-30 Lacs PA,Hyderabad(HITEC City)
Data Scientist Associate,Fusion Plus Solutions,6-9 Yrs,Not disclosed,Hyderabad
Data Scientist Associate,Tanla Platforms,4-9 Yrs,Not disclosed,Hyderabad
Data Scientist Associate,Cotiviti,2-7 Yrs,Not disclosed,"Hybrid - Hyderabad, Pune, Coimbatore"
Data Scientist Associate,LRR Technologies,8-12 Yrs,27.5-35 Lacs PA,Hyderabad
Data Scientist Associate,Savantys Solutions,5-10 Yrs,Not disclosed,"Hyderabad, Pune, Bengaluru"
Data Scientist Associate,Leading Client,5-7 Yrs,Not disclosed,Hyderabad
Data Scientist Associate,Response Informatics,2-6 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru"
Data Scientist Associate,Relx Group,4-9 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru"
Data Scientist Associate,Tech Mahindra,6-11 Yrs,Not disclosed,"Hybrid - Hyderabad, Pune, Bengaluru"
Data Scientist Associate,Ixie Gaming,5-10 Yrs,Not disclosed,Hyderabad
Data Scientist Associate,Ixie Gaming,2-4 Yrs,Not disclosed,Hyderabad
Data Scientist Associate,Ixie Gaming,2-7 Yrs,Not disclosed,Hyderabad
Data Scientist Associate,Sanofi,1-4 Yrs,Not disclosed,Hyderabad
Data Scientist Associate,Fort Technologies,1-3 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru"
Data Scientist Associate,Prudential,1-6 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru"
Data Scientist Associate,SS&C Technologies,2-6 Yrs,Not disclosed,Hyderabad
Data Scientist Associate,Fint Solutions,5-10 Yrs,Not disclosed,Hyderabad
Data Scientist Associate,Digital Glyde,3-7 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru"
Data Scientist Associate,Aurum Data Solutions,6-11 Yrs,Not disclosed,"Hybrid - Hyderabad, Chennai, Bengaluru"
Data Scientist Associate,Diverse Lynx,1-5 Yrs,Not disclosed,Hyderabad
Data Scientist Associate,Diverse Lynx,5-8 Yrs,Not disclosed,Hyderabad
Data Scientist Associate,KPI Partners,6-10 Yrs,Not disclosed,"Hyderabad, Bengaluru"
Data Scientist Associate,IDESLABS,3-6 Yrs,Not disclosed,Hyderabad
Data Scientist Associate,Eze Software Group,2-6 Yrs,Not disclosed,Hyderabad
Data Scientist Associate,Apollo TeleHealth,2-7 Yrs,Not disclosed,Hyderabad
Data Scientist Associate,Intersoft Kk,1-3 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru"
Data Scientist Associate,Intersoft Kk,2-5 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru"
Data Scientist Associate,Tanla Platforms,3-8 Yrs,Not disclosed,Hyderabad
Data Scientist Associate,Head Infotech India,2-4 Yrs,Not disclosed,Hyderabad
Data Scientist Associate,Prudential,3-8 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru"
Data Scientist Associate,Xoom,1-3 Yrs,Not disclosed,Hyderabad
Data Scientist Associate,Tezo,1-6 Yrs,Not disclosed,Hyderabad
Data Scientist Associate,Hbic Solutions,0-2 Yrs,Not disclosed,Hyderabad
Data Scientist Associate,Pradeepit Consulting Services,5-7 Yrs,Not disclosed,"Hyderabad, Pune, Coimbatore, Bengaluru"
Data Scientist Associate,Fusion Plus Solutions,3-6 Yrs,Not disclosed,Hyderabad
Data Scientist Associate,Fusion Plus Solutions,3-5 Yrs,Not disclosed,Hyderabad
Data Scientist Associate,Systechcorp Inc,3-7 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru"
Data Scientist Associate,Sandoz,4-8 Yrs,Not disclosed,Hyderabad
Data Scientist Associate,Innominds Software,2-7 Yrs,Not disclosed,"Hyderabad, Bengaluru"
Data Scientist Associate,Prudential Corporation Asia,4-9 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru"
Data Scientist Associate,Threev Technologies,3-7 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru"
Data Scientist Associate,Coreinsightsai,1-3 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru"
Data Scientist Associate,CODERS BRAIN,4-6 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru"
Data Scientist Associate,CODERS BRAIN,1-5 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru"
Data Scientist Associate,Response Informatics,6-11 Yrs,Not disclosed,Hyderabad
Data Scientist Associate,Zeta Global,5-7 Yrs,Not disclosed,Hyderabad
Data Scientist Associate,Response Informatics,1-4 Yrs,Not disclosed,Hyderabad
Data Scientist Associate,Sanofi,5-7 Yrs,Not disclosed,Hyderabad
Data Scientist Associate,IDESLABS,5-8 Yrs,Not disclosed,Hyderabad
Data Scientist Associate,IDESLABS,5-7 Yrs,Not disclosed,Hyderabad
Data Scientist Associate,IDESLABS,5-10 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru"
Data Scientist Associate,tiket.com,4-9 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru"
Data Scientist Associate,Mango Technologies,3-6 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru"
Data Scientist Associate,Kasmo Cloud Solutions,3-8 Yrs,Not disclosed,Hyderabad
Data Scientist Associate,Grid Dynamics,4-7 Yrs,Not disclosed,Hyderabad
Data Scientist Associate,Grid Dynamics,1-4 Yrs,Not disclosed,"Hyderabad, Bengaluru"
Data Scientist Associate,Grid Dynamics,1-4 Yrs,Not disclosed,Hyderabad
Data Scientist Associate,Grid Dynamics,3-4 Yrs,Not disclosed,Hyderabad
Data Scientist Associate,Cynosure Corporate Solutions,3-5 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru"
Data Scientist Associate,Covalense Global,3-8 Yrs,Not disclosed,"Hyderabad, Bengaluru"
Data Scientist Associate,Heaps Health Solutions India,2-3 Yrs,Not disclosed,"Hyderabad, Bengaluru"
Data Scientist Associate,Heaps Health Solutions India,1-4 Yrs,Not disclosed,"Hyderabad, Bengaluru"
Data Scientist Associate,SoulPage IT,4-6 Yrs,Not disclosed,Hyderabad
Data Scientist Associate,BDO International Limited,7-10 Yrs,Not disclosed,Hyderabad
Data Scientist Associate,Aganitha Cognitive Solutions,3-8 Yrs,Not disclosed,Hyderabad
Data Scientist Associate,Spotflock Technologies,5-10 Yrs,Not disclosed,"New Delhi, Hyderabad"
Data Scientist Associate,NOVARTIS,2-4 Yrs,Not disclosed,Hyderabad
Data Scientist Associate,Callaway Digital Technologies,3-6 Yrs,Not disclosed,Hyderabad
Data Scientist Associate,Hitachi,7-9 Yrs,Not disclosed,Hyderabad
Data Scientist Associate,Sandoz,3-7 Yrs,Not disclosed,Hyderabad
Data Scientist Associate,Sandoz,5-10 Yrs,Not disclosed,Hyderabad
Data Scientist Associate,Vmock,3-6 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru"
Data Scientist Associate,Vmock,0-2 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru"
Data Scientist Associate,Fusion Plus Solutions,5-9 Yrs,Not disclosed,Hyderabad
Data Scientist Associate,Grid Dynamics,4-7 Yrs,Not disclosed,"Hyderabad, Chennai, Bengaluru"
Data Scientist Associate,Grid Dynamics,1-4 Yrs,Not disclosed,"Hyderabad, Chennai, Bengaluru"
Data Scientist Associate,Fusion Plus Solutions,8-13 Yrs,Not disclosed,Hyderabad
Data Scientist Associate,Sandoz,2-4 Yrs,Not disclosed,Hyderabad
Data Scientist Associate,Accolite Software India Pvt Ltd,3-7 Yrs,Not disclosed,"Hyderabad, Bengaluru"
Data Scientist Associate,Xcel Hires Managment Solutions Pvt Ltd,4-9 Yrs,Not disclosed,Hyderabad
Data Scientist Associate,Tech Ringers,2-6 Yrs,Not disclosed,Hyderabad
Data Scientist Associate,Tech Ringers,8-13 Yrs,Not disclosed,Hyderabad
Data Scientist Associate,Bank Of America,4-9 Yrs,Not disclosed,"Mumbai, Hyderabad, Gurugram"
Data Scientist Associate,Forecastera India,3-7 Yrs,Not disclosed,"Hyderabad, Bengaluru"
Data Scientist Associate,Xcel Hires Managment Solutions Pvt Ltd,3-8 Yrs,Not disclosed,Hyderabad
Data Scientist Associate,Torcai Digital Media,2-5 Yrs,Not disclosed,"Dehradun, Hyderabad, Gurugram"
Data Scientist Associate,Bizviz Technologies,3-8 Yrs,Not disclosed,"Hyderabad, Bengaluru"
Data Scientist Associate,Digital Glyde,0-3 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru"
Data Scientist Associate,Response Informatics,1-5 Yrs,Not disclosed,Hyderabad
Data Scientist Associate,Star4rall It Solutions,3-7 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru"
Data Scientist Associate,Mindpeers,1-3 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru"
Data Scientist Associate,Blume Ventures,1-4 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru"
Data Scientist Associate,Pratibha Analytics,2-7 Yrs,Not disclosed,Hyderabad
Data Scientist Associate,Indo Fuji Information Technologies,3-6 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru"
Data Scientist Associate,Genpact,6-11 Yrs,Not disclosed,"Hyderabad, Gurugram, Bengaluru"
Data Scientist Associate,Gyantu,2-7 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru"
Data Scientist Associate,Rapid Canvas,4-9 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru"
Data Scientist Associate,Apollo TeleHealth,3-8 Yrs,Not disclosed,Hyderabad
Data Scientist Associate,Capco,3-6 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru"
Data Scientist Associate,Comscore,2-4 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru"
Data Scientist Associate,Eze Software Group,3-6 Yrs,Not disclosed,Hyderabad
Data Scientist Associate,One of the largest Manufacturing conglomerate in South India,6-11 Yrs,15-30 Lacs PA,Hyderabad
Data Scientist Associate,"Top B2B Corporate, Management Consulting Firm",3-8 Yrs,4-6.5 Lacs PA,Hyderabad(Gachibowli)
Data Scientist Associate,Sandoz,8-12 Yrs,Not disclosed,Hyderabad
Data Scientist Associate,Zoom Start India,10-12 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru"
Data Scientist Associate,Five Exceptions Software Solutions,6-11 Yrs,Not disclosed,Hyderabad
Data Scientist Associate,LLP S3bglobal Technologies,6-10 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru"
Data Scientist Associate,Genpact,6-11 Yrs,Not disclosed,"Hybrid - Hyderabad, Gurugram, Bengaluru"
Data Scientist Associate,Primera Medical Technologies,4-9 Yrs,Not disclosed,Hyderabad
Data Scientist Associate,SS&C Technologies,1-6 Yrs,Not disclosed,Hyderabad
Data Scientist Associate,NOVARTIS,10-12 Yrs,Not disclosed,Hyderabad
Data Scientist Associate,Sandoz,5-9 Yrs,Not disclosed,Hyderabad
Data Scientist Associate,Foundation Ai,3-6 Yrs,Not disclosed,Hyderabad
Data Scientist Associate,International Centre For Excellence (ice),2-6 Yrs,Not disclosed,Hyderabad
Data Scientist Associate,NI India,4-8 Yrs,Not disclosed,Hyderabad
Data Scientist Associate,Fusion Plus Solutions,5-8 Yrs,Not disclosed,Hyderabad
Data Scientist Associate,DynPro India Pvt ltd,2-5 Yrs,2-5.5 Lacs PA,Hyderabad
Data Scientist Associate,Pepsico,3-6 Yrs,Not disclosed,Hyderabad
Data Scientist Associate,Praval Infotech,8-13 Yrs,Not disclosed,Hyderabad
Data Scientist Associate,Valuelabs,10-15 Yrs,14-24 Lacs PA,"Hybrid - Indore, Hyderabad"
Data Scientist Associate,One of the largest manufacturing conglomerate in South India,6-10 Yrs,15-30 Lacs PA,Hyderabad
Data Scientist Associate,Bajaj Finserv Ltd.,1-2 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru"
Data Scientist Associate,Preceptors IT and Business Solutions,3-6 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru"
Data Scientist Associate,Fusion Plus Solutions,6-8 Yrs,Not disclosed,Hyderabad
Data Scientist Associate,Massmutual Global Business Services India,1-4 Yrs,Not disclosed,Hyderabad
Data Scientist Associate,Systechcorp Inc,2-5 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru"
Data Scientist Associate,Systechcorp Inc,2-6 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru"
Data Scientist Associate,Medtronic,5-8 Yrs,Not disclosed,Hyderabad
Data Scientist Associate,Infobahn Softworld,5-9 Yrs,Not disclosed,Hyderabad
Data Scientist Associate,Diverse Lynx,2-7 Yrs,Not disclosed,Hyderabad
Data Scientist Associate,Kashsam Data Solutions,3-7 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru"
Data Scientist Associate,Smiths,5-10 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru"
Data Scientist Associate,Sira Consulting,6-10 Yrs,14-24 Lacs PA,Hyderabad
Data Scientist Associate,Fusion Plus Solutions,5-15 Yrs,Not disclosed,Hyderabad
Data Scientist Associate,NOVARTIS,5-10 Yrs,Not disclosed,Hyderabad
Data Scientist Associate,Barry Callebaut,6-7 Yrs,Not disclosed,Hyderabad
Data Scientist Associate,Bajaj Finserv Ltd.,0-5 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru"
Junior Data Scientist,London Stock Exchange Group (LSEG),0-3 Yrs,Not disclosed,Bengaluru
Junior Data Scientist,Genpact,4-6 Yrs,Not disclosed,"Noida, Hyderabad, Bengaluru"
Junior Data Scientist,NI India,3-7 Yrs,Not disclosed,Pune
Junior Data Scientist,Point Perfect Transcription Services,Not Provided,Unpaid,Coimbatore
Junior Data Scientist,Itbridge Consultants,1-3 Yrs,6-15 Lacs PA,Remote
Junior Data Scientist,Acess Meditech,0-3 Yrs,Not disclosed,Hyderabad
Junior Data Scientist,Hbic Solutions,0-2 Yrs,Not disclosed,Hyderabad
Junior Data Scientist,Halliburton,0-5 Yrs,Not disclosed,Bengaluru
Junior Data Scientist,Benovymed Healthcare,0-5 Yrs,Not disclosed,Jaipur
Junior Data Scientist,Benovymed Healthcare,0-5 Yrs,Not disclosed,Ludhiana
Junior Data Scientist,Benovymed Healthcare,0-5 Yrs,Not disclosed,Coimbatore
Junior Data Scientist,Benovymed Healthcare,0-5 Yrs,Not disclosed,Agra
Junior Data Scientist,Benovymed Healthcare,0-5 Yrs,Not disclosed,Surat
Junior Data Scientist,Benovymed Healthcare,0-5 Yrs,Not disclosed,Guwahati
Junior Data Scientist,Benovymed Healthcare,0-5 Yrs,Not disclosed,Kanpur
Junior Data Scientist,Benovymed Healthcare,0-5 Yrs,Not disclosed,Kochi
Junior Data Scientist,Benovymed Healthcare,0-5 Yrs,Not disclosed,Bhopal
Junior Data Scientist,Benovymed Healthcare,0-5 Yrs,Not disclosed,Varanasi
Junior Data Scientist,Benovymed Healthcare,0-5 Yrs,Not disclosed,Lucknow
Junior Data Scientist,Benovymed Healthcare,0-5 Yrs,Not disclosed,Chandigarh
Junior Data Scientist,Benovymed Healthcare,0-5 Yrs,Not disclosed,Mysuru
Junior Data Scientist,Benovymed Healthcare,0-5 Yrs,Not disclosed,Indore
Junior Data Scientist,Benovymed Healthcare,0-5 Yrs,Not disclosed,Visakhapatnam
Junior Data Scientist,Benovymed Healthcare,0-5 Yrs,Not disclosed,Patna
Junior Data Scientist,Benovymed Healthcare,0-5 Yrs,Not disclosed,Faridabad
Junior Data Scientist,Benovymed Healthcare,0-5 Yrs,Not disclosed,Vadodara
Junior Data Scientist,Benovymed Healthcare,0-5 Yrs,Not disclosed,Nagpur
Junior Data Scientist,Benovymed Healthcare,0-5 Yrs,Not disclosed,Bhubaneswar
Junior Data Scientist,Myntra,0-5 Yrs,Not disclosed,Bengaluru
Junior Data Scientist,Zetwerk,6-12 Yrs,Not disclosed,"Hyderabad, Chennai, Bengaluru"
Junior Data Scientist,Benovymed Healthcare,0-5 Yrs,Not disclosed,"Noida, Gurugram, Delhi / NCR"
Junior Data Scientist,Info Edge,0-3 Yrs,Not disclosed,Noida
Junior Data Scientist,HCLTech,5-10 Yrs,Not disclosed,"Hybrid - Hyderabad, Pune, Bengaluru"
Junior Data Scientist,Benovymed Healthcare Private Limited,0-5 Yrs,Not disclosed,"Noida, Delhi / NCR, Gurgaon/Gurugram"
Junior Data Scientist,Benovymed Healthcare,0-5 Yrs,Not disclosed,Delhi / NCR
Junior Data Scientist,Benovymed Healthcare,0-5 Yrs,Not disclosed,Noida
Junior Data Scientist,Benovymed Healthcare,0-5 Yrs,Not disclosed,Gurugram
Junior Data Scientist,Benovymed Healthcare Private Limited,0-5 Yrs,Not disclosed,Noida
Junior Data Scientist,Benovymed Healthcare Private Limited,0-5 Yrs,Not disclosed,Gurugram
Junior Data Scientist,Benovymed Healthcare Private Limited,0-5 Yrs,Not disclosed,"Delhi / NCR, Gurgaon/Gurugram"
Junior Data Scientist,Benovymed Healthcare Private Limited,0-5 Yrs,Not disclosed,"Noida, Gurgaon/Gurugram"
Junior Data Scientist,Benovymed Healthcare Private Limited,0-5 Yrs,Not disclosed,"Noida, Gurugram, Delhi / NCR"
Junior Data Scientist,Benovymed Healthcare Private Limited,0-5 Yrs,Not disclosed,Delhi / NCR
Junior Data Scientist,Rudder Analytics,0 Yrs,Not disclosed,Remote
Junior Data Scientist,PwC Service Delivery Center,0-4 Yrs,Not disclosed,"Mumbai, Hyderabad, Bengaluru"
Junior Data Scientist,Zetwerk,6-10 Yrs,Not disclosed,"Hyderabad, Chennai, Bengaluru"
Junior Data Scientist,Zetwerk,4-6 Yrs,Not disclosed,"Hyderabad, Chennai, Bengaluru"
Junior Data Scientist,Pivotchain,Not Provided,Unpaid,Pune
Junior Data Scientist,TechVantage,Not Provided,Unpaid,Thiruvananthapuram
Junior Data Scientist,Dendrite,Not Provided,Unpaid,Pune
Junior Data Scientist,DWS Investment,0-2 Yrs,Not disclosed,Bengaluru
Junior Data Scientist,Roche Diagnostics,8-12 Yrs,Not disclosed,Hyderabad
Junior Data Scientist,Tavant Technologies,15-24 Yrs,Not disclosed,"Hybrid - Noida, Hyderabad/Secunderabad, Bangalore/Bengaluru"
Junior Data Scientist,Wipro,5-10 Yrs,Not disclosed,"Hybrid - Hyderabad, Chennai, Bengaluru"
Junior Data Scientist,Wipro,6-10 Yrs,Not disclosed,Hyderabad
Junior Data Scientist,Salesforce,5-10 Yrs,Not disclosed,"Hyderabad, Bengaluru"
Junior Data Scientist,Photon,6-9 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru"
Junior Data Scientist,Genpact,6-11 Yrs,Not disclosed,"Hybrid - Hyderabad, Gurugram, Bengaluru"
Junior Data Scientist,Zetwerk,8-15 Yrs,Not disclosed,"Hyderabad, Chennai, Bengaluru"
Junior Data Scientist,Infosys,9-14 Yrs,Not disclosed,"Hybrid - Hyderabad, Pune, Bengaluru"
Junior Data Scientist,Tech Mahindra,6-11 Yrs,Not disclosed,"Hybrid - Hyderabad, Pune, Bengaluru"
Junior Data Scientist,Accolite Software India Pvt Ltd,3-7 Yrs,Not disclosed,"Hyderabad, Bengaluru"
Junior Data Scientist,Genpact,6-11 Yrs,Not disclosed,"Hyderabad, Gurugram, Bengaluru"
Junior Data Scientist,Turing,0-5 Yrs,Not disclosed,Remote
Junior Data Scientist,Hoffmann-La Roche,3-6 Yrs,Not disclosed,Hyderabad
Junior Data Scientist,Medtronic,14-16 Yrs,Not disclosed,Hyderabad
Junior Data Scientist,Wipro,2-6 Yrs,Not disclosed,Hyderabad
Junior Data Scientist,Pepsico,5-10 Yrs,Not disclosed,"Hybrid - Hyderabad, Gurugram, Delhi / NCR"
Junior Data Scientist,Tavant Technologies,5-8 Yrs,Not disclosed,"Hybrid - Noida, Hyderabad/Secunderabad, Bangalore/Bengaluru"
Junior Data Scientist,Amazon,4-8 Yrs,Not disclosed,Hyderabad
Junior Data Scientist,Photon,8-12 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru"
Junior Data Scientist,S&P Global Inc.,8-13 Yrs,Not disclosed,Hyderabad
Junior Data Scientist,Tiger Analytics,6-11 Yrs,Not disclosed,"Hyderabad, Chennai, Bengaluru"
Junior Data Scientist,Medtronic,5-8 Yrs,Not disclosed,Hyderabad
Junior Data Scientist,ILM 360,7-11 Yrs,Not disclosed,Hyderabad
Junior Data Scientist,Genpact,4-8 Yrs,Not disclosed,Hyderabad
Junior Data Scientist,Genpact,4-9 Yrs,Not disclosed,Hyderabad
Junior Data Scientist,Pepsico,5-10 Yrs,Not disclosed,Hyderabad
Junior Data Scientist,S&P Global Inc.,7-13 Yrs,Not disclosed,"Hyderabad, Bengaluru"
Junior Data Scientist,Tiger Analytics,3-7 Yrs,7-17 Lacs PA,"Hybrid - Hyderabad, Chennai, Bengaluru"
Junior Data Scientist,Pepsico,8-12 Yrs,Not disclosed,Hyderabad
Junior Data Scientist,Anurag Electronic Gujarat,0-2 Yrs,12-15 Lacs PA,Mumbai
Junior Data Scientist,DWS Investment,0-1 Yrs,Not disclosed,Mumbai
Junior Data Scientist,Tiger Analytics,4-8 Yrs,8-18 Lacs PA,"Hyderabad, Chennai, Bengaluru"
Junior Data Scientist,Tiger Analytics,3-7 Yrs,Not disclosed,"Hyderabad, Chennai, Bengaluru"
Junior Data Scientist,Tiger Analytics,2-7 Yrs,Not disclosed,"Hybrid - Hyderabad, Chennai, Bengaluru"
Junior Data Scientist,Tiger Analytics,6-9 Yrs,Not disclosed,"Hyderabad, Chennai, Bengaluru"
Junior Data Scientist,NOVARTIS,5-10 Yrs,Not disclosed,Hyderabad
Junior Data Scientist,Amazon,0-5 Yrs,Not disclosed,Hyderabad
Junior Data Scientist,Uber,4-9 Yrs,Not disclosed,Hyderabad
